longitude,latitude,suitability_score,normalized_score
103.67446808510638,1.2,0.5066227,0.53570116
103.7595744680851,1.2,0.5055566,0.53457385
103.84468085106383,1.2,0.5056308,0.53465235
103.92978723404255,1.2,0.50929224,0.538524
103.97234042553191,1.2,0.021354942,0.022580646
103.99361702127659,1.2,0.024504308,0.025910774
104.01489361702127,1.2,0.51213026,0.5415249
104.05744680851063,1.2,0.027311593,0.02887919
104.07872340425531,1.2,0.030560754,0.03231484
104.1,1.2,0.515137,0.5447042
103.63191489361702,1.2096774193548387,0.039284747,0.041539565
103.71702127659574,1.2096774193548387,0.044113923,0.046645917
103.80212765957447,1.2096774193548387,0.04598886,0.04862847
103.88723404255319,1.2096774193548387,0.052935936,0.055974286
103.97234042553191,1.2096774193548387,0.06580781,0.069584966
104.01489361702127,1.2096774193548387,0.022626212,0.023924883
104.03617021276595,1.2096774193548387,0.019660518,0.020788968
104.05744680851063,1.2096774193548387,0.077792145,0.08225716
104.1,1.2096774193548387,0.028470485,0.030104598
103.6531914893617,1.2193548387096773,0.9457188,1.0
103.67446808510638,1.2193548387096773,0.03293702,0.034827497
103.73829787234042,1.2193548387096773,0.94401413,0.99819744
103.7595744680851,1.2193548387096773,0.038408667,0.0406132
103.82340425531915,1.2193548387096773,0.9437128,0.9978788
103.84468085106383,1.2193548387096773,0.040078506,0.04237888
103.90851063829787,1.2193548387096773,0.93683136,0.99060243
103.92978723404255,1.2193548387096773,0.04639066,0.049053334
103.99361702127659,1.2193548387096773,0.9237911,0.97681373
104.01489361702127,1.2193548387096773,0.058978725,0.06236391
104.05744680851063,1.2193548387096773,0.018279342,0.019328516
104.06808510638297,1.2193548387096773,0.021685671,0.022930358
104.07872340425531,1.2193548387096773,0.91302174,0.9654262
104.1,1.2193548387096773,0.06958142,0.07357517
103.61063829787234,1.229032258064516,0.03625821,0.038339313
103.69574468085106,1.229032258064516,0.036391743,0.03848051
103.78085106382979,1.229032258064516,0.038001627,0.040182795
103.86595744680851,1.229032258064516,0.04473104,0.047298454
103.95106382978723,1.229032258064516,0.056763075,0.06002109
104.01489361702127,1.229032258064516,0.023413597,0.024757462
104.03617021276595,1.229032258064516,0.067403845,0.071272604
104.07872340425531,1.229032258064516,0.019754268,0.0208881
104.1,1.229032258064516,0.029496588,0.031189596
103.63191489361702,1.238709677419355,0.07907482,0.08361346
103.71702127659574,1.238709677419355,0.09291206,0.09824491
103.80212765957447,1.238709677419355,0.09623626,0.1017599
103.88723404255319,1.238709677419355,0.10801056,0.11421002
103.97234042553191,1.238709677419355,0.12433332,0.13146965
104.05744680851063,1.238709677419355,0.1387338,0.14669667
103.97234042553191,1.2580645161290323,0.020379145,0.021548841
104.05744680851063,1.2580645161290323,0.025615355,0.027085593
103.61063829787234,1.267741935483871,0.02974834,0.031455796
103.69574468085106,1.267741935483871,0.032072376,0.033913225
103.78085106382979,1.267741935483871,0.032770887,0.03465183
103.86595744680851,1.267741935483871,0.039686926,0.041964825
103.95106382978723,1.267741935483871,0.050479133,0.05337647
104.03617021276595,1.267741935483871,0.059410375,0.06282034
103.67446808510638,1.2774193548387096,0.5007951,0.5295391
103.7595744680851,1.2774193548387096,0.50026506,0.52897865
103.84468085106383,1.2774193548387096,0.4986766,0.527299
103.88723404255319,1.2774193548387096,0.019541057,0.02066265
103.90851063829787,1.2774193548387096,0.022052677,0.023318429
103.92978723404255,1.2774193548387096,0.50593215,0.534971
103.97234042553191,1.2774193548387096,0.027850665,0.029449202
103.99361702127659,1.2774193548387096,0.030832095,0.032601755
104.01489361702127,1.2774193548387096,0.5072223,0.5363352
104.05744680851063,1.2774193548387096,0.03344643,0.035366148
104.07872340425531,1.2774193548387096,0.036547724,0.038645443
104.1,1.2774193548387096,0.50682133,0.5359112
103.63191489361702,1.2870967741935484,0.054108668,0.05721433
103.71702127659574,1.2870967741935484,0.05603983,0.059256334
103.7595744680851,1.2870967741935484,0.018710168,0.01978407
103.80212765957447,1.2870967741935484,0.054056134,0.05715878
103.88723404255319,1.2870967741935484,0.063561074,0.06720927
103.92978723404255,1.2870967741935484,0.02309939,0.02442522
103.95106382978723,1.2870967741935484,0.02215827,0.023430083
103.97234042553191,1.2870967741935484,0.07900847,0.08354329
104.01489361702127,1.2870967741935484,0.031927414,0.033759944
104.03617021276595,1.2870967741935484,0.026643984,0.028173262
104.05744680851063,1.2870967741935484,0.08741997,0.092437595
104.1,1.2870967741935484,0.037552506,0.039707895
103.6531914893617,1.2967741935483872,0.9349685,0.9886326
103.67446808510638,1.2967741935483872,0.03989364,0.042183403
103.73829787234042,1.2967741935483872,0.9363368,0.9900795
103.7595744680851,1.2967741935483872,0.042449772,0.04488625
103.82340425531915,1.2967741935483872,0.93848145,0.99234724
103.84468085106383,1.2967741935483872,0.04110351,0.043462716
103.90851063829787,1.2967741935483872,0.9296088,0.98296535
103.92978723404255,1.2967741935483872,0.048729382,0.05152629
103.97234042553191,1.2967741935483872,0.022246044,0.023522895
103.98297872340424,1.2967741935483872,0.021586763,0.022825772
103.99361702127659,1.2967741935483872,0.9149321,0.9674462
104.01489361702127,1.2967741935483872,0.06304235,0.06666078
104.05744680851063,1.2967741935483872,0.026676713,0.028207868
104.06808510638297,1.2967741935483872,0.026003089,0.027495582
104.07872340425531,1.2967741935483872,0.9064643,0.9584924
104.1,1.2967741935483872,0.07143514,0.07553528
103.61063829787234,1.3064516129032258,0.059643585,0.06306693
103.69574468085106,1.3064516129032258,0.05669788,0.05995215
103.78085106382979,1.3064516129032258,0.05575935,0.058959756
103.86595744680851,1.3064516129032258,0.06569879,0.06946968
103.92978723404255,1.3064516129032258,0.02150029,0.022734337
103.95106382978723,1.3064516129032258,0.08090132,0.08554479
103.99361702127659,1.3064516129032258,0.018445665,0.019504387
104.01489361702127,1.3064516129032258,0.029710704,0.031416003
104.03617021276595,1.3064516129032258,0.08980423,0.0949587
104.06808510638297,1.3064516129032258,0.022074964,0.023341995
104.07872340425531,1.3064516129032258,0.022172533,0.023445165
104.1,1.3064516129032258,0.035163414,0.03718168
103.63191489361702,1.3161290322580645,0.0904119,0.09560125
103.71702127659574,1.3161290322580645,0.0965704,0.10211323
103.80212765957447,1.3161290322580645,0.09570301,0.10119605
103.88723404255319,1.3161290322580645,0.10984958,0.11615459
103.97234042553191,1.3161290322580645,0.12960555,0.13704449
104.03617021276595,1.3161290322580645,0.019276755,0.020383177
104.05744680851063,1.3161290322580645,0.14052251,0.14858805
103.97234042553191,1.335483870967742,0.02480504,0.026228767
104.05744680851063,1.335483870967742,0.02929339,0.030974735
103.61063829787234,1.3451612903225807,0.034346834,0.03631823
103.69574468085106,1.3451612903225807,0.034812875,0.03681102
103.78085106382979,1.3451612903225807,0.03335383,0.035268232
103.86595744680851,1.3451612903225807,0.041943062,0.044350456
103.95106382978723,1.3451612903225807,0.05435315,0.057472844
104.03617021276595,1.3451612903225807,0.061936427,0.06549138
103.63191489361702,1.3548387096774193,0.028285809,0.029909322
103.6531914893617,1.3548387096774193,0.02708829,0.02864307
103.67446808510638,1.3548387096774193,0.5099727,0.53924346
103.71702127659574,1.3548387096774193,0.025007162,0.026442492
103.73829787234042,1.3548387096774193,0.026460523,0.02797927
103.7595744680851,1.3548387096774193,0.51042813,0.53972507
103.80212765957447,1.3548387096774193,0.022553638,0.023848142
103.82340425531915,1.3548387096774193,0.023652421,0.025009993
103.84468085106383,1.3548387096774193,0.5119934,0.54138017
103.88723404255319,1.3548387096774193,0.02469986,0.02611755
103.90851063829787,1.3548387096774193,0.026970644,0.028518671
103.92978723404255,1.3548387096774193,0.50755405,0.536686
103.97234042553191,1.3548387096774193,0.03084227,0.032612517
103.99361702127659,1.3548387096774193,0.033456758,0.035377067
104.01489361702127,1.3548387096774193,0.50759274,0.5367269
104.05744680851063,1.3548387096774193,0.03267617,0.034551676
104.07872340425531,1.3548387096774193,0.035424985,0.037458263
104.1,1.3548387096774193,0.50788313,0.537034
103.61063829787234,1.364516129032258,0.020116396,0.02127101
103.63191489361702,1.364516129032258,0.074932404,0.07923328
103.67446808510638,1.364516129032258,0.029119188,0.030790534
103.69574468085106,1.364516129032258,0.019770777,0.020905554
103.71702127659574,1.364516129032258,0.07635117,0.08073348
103.7595744680851,1.364516129032258,0.028212117,0.0298314
103.80212765957447,1.364516129032258,0.068412684,0.07233935
103.84468085106383,1.364516129032258,0.024655567,0.026070716
103.86595744680851,1.364516129032258,0.019057985,0.020151852
103.88723404255319,1.364516129032258,0.072499946,0.07666121
103.92978723404255,1.364516129032258,0.02798373,0.029589906
103.95106382978723,1.364516129032258,0.0243437,0.025740948
103.97234042553191,1.364516129032258,0.083752386,0.0885595
104.01489361702127,1.364516129032258,0.03464467,0.036633164
104.03617021276595,1.364516129032258,0.025812667,0.02729423
104.05744680851063,1.364516129032258,0.086807415,0.09178988
104.1,1.364516129032258,0.03652754,0.0386241
103.63191489361702,1.3741935483870968,0.021814195,0.02306626
103.64255319148936,1.3741935483870968,0.020078354,0.021230785
103.6531914893617,1.3741935483870968,0.9149353,0.9674496
103.67446808510638,1.3741935483870968,0.057314876,0.060604565
103.71702127659574,1.3741935483870968,0.020101419,0.021255175
103.72765957446808,1.3741935483870968,0.019505888,0.020625463
103.73829787234042,1.3741935483870968,0.9186896,0.9714194
103.7595744680851,1.3741935483870968,0.059628025,0.06305048
103.82340425531915,1.3741935483870968,0.9247324,0.977809
103.84468085106383,1.3741935483870968,0.052630078,0.05565087
103.88723404255319,1.3741935483870968,0.01891679,0.020002551
103.89787234042552,1.3741935483870968,0.018780783,0.019858738
103.90851063829787,1.3741935483870968,0.9206514,0.97349375
103.92978723404255,1.3741935483870968,0.057360396,0.060652696
103.97234042553191,1.3741935483870968,0.024871333,0.026298866
103.98297872340424,1.3741935483870968,0.023953142,0.025327973
103.99361702127659,1.3741935483870968,0.91006136,0.9622959
104.01489361702127,1.3741935483870968,0.0678928,0.07178962
104.05744680851063,1.3741935483870968,0.0265617,0.028086254
104.06808510638297,1.3741935483870968,0.025520634,0.026985435
104.07872340425531,1.3741935483870968,0.9075416,0.9596315
104.1,1.3741935483870968,0.07032941,0.07436609
103.61063829787234,1.3838709677419354,0.08262123,0.08736342
103.6531914893617,1.3838709677419354,0.01836136,0.019415243
103.67446808510638,1.3838709677419354,0.025772614,0.027251879
103.69574468085106,1.3838709677419354,0.07723763,0.08167081
103.7595744680851,1.3838709677419354,0.026140679,0.02764107
103.78085106382979,1.3838709677419354,0.07013712,0.07416277
103.84468085106383,1.3838709677419354,0.023197578,0.024529044
103.86595744680851,1.3838709677419354,0.07321116,0.077413246
103.92978723404255,1.3838709677419354,0.026341591,0.027853513
103.95106382978723,1.3838709677419354,0.08539142,0.0902926
103.98297872340424,1.3838709677419354,0.020125901,0.021281062
103.99361702127659,1.3838709677419354,0.02027657,0.02144038
104.01489361702127,1.3838709677419354,0.03225793,0.03410943
104.03617021276595,1.3838709677419354,0.088479124,0.09355754
104.06808510638297,1.3838709677419354,0.021688504,0.022933353
104.07872340425531,1.3838709677419354,0.021322858,0.02254672
104.1,1.3838709677419354,0.034085672,0.03604208
103.63191489361702,1.3935483870967742,0.119012035,0.12584294
103.71702127659574,1.3935483870967742,0.12519395,0.13237968
103.80212765957447,1.3935483870967742,0.12006273,0.12695394
103.88723404255319,1.3935483870967742,0.12343539,0.13052018
103.97234042553191,1.3935483870967742,0.13686334,0.14471884
104.03617021276595,1.3935483870967742,0.018769259,0.019846553
104.05744680851063,1.3935483870967742,0.14116362,0.14926594
103.63191489361702,1.4129032258064516,0.021597652,0.022837287
103.71702127659574,1.4129032258064516,0.021046098,0.022254076
103.80212765957447,1.4129032258064516,0.018328773,0.019380786
103.88723404255319,1.4129032258064516,0.021231692,0.022450322
103.97234042553191,1.4129032258064516,0.026669627,0.028200377
104.05744680851063,1.4129032258064516,0.028022375,0.029630767
103.61063829787234,1.4225806451612903,0.050035622,0.052907504
103.69574468085106,1.4225806451612903,0.04630049,0.048957985
103.78085106382979,1.4225806451612903,0.04367194,0.04617857
103.86595744680851,1.4225806451612903,0.048890926,0.051697105
103.95106382978723,1.4225806451612903,0.05741273,0.06070803
104.03617021276595,1.4225806451612903,0.059150804,0.062545866
103.63191489361702,1.432258064516129,0.033650663,0.035582103
103.6531914893617,1.432258064516129,0.03246927,0.034332898
103.67446808510638,1.432258064516129,0.5102906,0.53957963
103.71702127659574,1.432258064516129,0.02989247,0.0316082
103.73829787234042,1.432258064516129,0.03202333,0.033861365
103.7595744680851,1.432258064516129,0.5072111,0.53632337
103.80212765957447,1.432258064516129,0.026634408,0.028163137
103.82340425531915,1.432258064516129,0.028013479,0.02962136
103.84468085106383,1.432258064516129,0.5055988,0.5346185
103.88723404255319,1.432258064516129,0.026173078,0.027675327
103.90851063829787,1.432258064516129,0.028217165,0.029836738
103.92978723404255,1.432258064516129,0.50513196,0.5341249
103.97234042553191,1.432258064516129,0.027401874,0.028974652
103.99361702127659,1.432258064516129,0.029245181,0.03092376
104.01489361702127,1.432258064516129,0.5063236,0.5353849
104.05744680851063,1.432258064516129,0.02362279,0.024978662
104.07872340425531,1.432258064516129,0.025198033,0.026644317
104.1,1.432258064516129,0.496707,0.52521634
103.61063829787234,1.4419354838709677,0.023933854,0.025307579
103.63191489361702,1.4419354838709677,0.08270941,0.08745666
103.67446808510638,1.4419354838709677,0.033580128,0.03550752
103.69574468085106,1.4419354838709677,0.02335102,0.024691291
103.71702127659574,1.4419354838709677,0.081377596,0.0860484
103.7595744680851,1.4419354838709677,0.032911293,0.034800295
103.78085106382979,1.4419354838709677,0.020081967,0.021234607
103.80212765957447,1.4419354838709677,0.07577003,0.080118984
103.84468085106383,1.4419354838709677,0.029088663,0.030758258
103.86595744680851,1.4419354838709677,0.019746946,0.020880356
103.88723404255319,1.4419354838709677,0.07353564,0.07775635
103.92978723404255,1.4419354838709677,0.028720578,0.030369045
103.95106382978723,1.4419354838709677,0.020761868,0.02195353
103.97234042553191,1.4419354838709677,0.07499924,0.07930396
104.01489361702127,1.4419354838709677,0.029632885,0.031333715
104.05744680851063,1.4419354838709677,0.06697066,0.07081456
104.1,1.4419354838709677,0.025492657,0.026955852
103.63191489361702,1.4516129032258065,0.0258623,0.027346712
103.64255319148936,1.4516129032258065,0.023957228,0.025332294
103.6531914893617,1.4516129032258065,0.907709,0.9598085
103.67446808510638,1.4516129032258065,0.06500434,0.068735376
103.71702127659574,1.4516129032258065,0.024139266,0.025524782
103.72765957446808,1.4516129032258065,0.023000645,0.024320807
103.73829787234042,1.4516129032258065,0.9121684,0.96452385
103.7595744680851,1.4516129032258065,0.06548868,0.06924752
103.80212765957447,1.4516129032258065,0.02068684,0.021874199
103.8127659574468,1.4516129032258065,0.019789765,0.020925632
103.82340425531915,1.4516129032258065,0.91849405,0.9712126
103.84468085106383,1.4516129032258065,0.059762895,0.06319309
103.88723404255319,1.4516129032258065,0.020225273,0.021386137
103.89787234042552,1.4516129032258065,0.019558962,0.020681582
103.90851063829787,1.4516129032258065,0.9184804,0.9711982
103.92978723404255,1.4516129032258065,0.05875453,0.06212685
103.97234042553191,1.4516129032258065,0.02127997,0.022501372
103.98297872340424,1.4516129032258065,0.020547299,0.021726647
103.99361702127659,1.4516129032258065,0.9169541,0.9695843
104.01489361702127,1.4516129032258065,0.06029627,0.06375708
104.07872340425531,1.4516129032258065,0.92476714,0.9778457
104.1,1.4516129032258065,0.053915083,0.057009634
103.61063829787234,1.4612903225806453,0.08907883,0.09419166
103.64255319148936,1.4612903225806453,0.0208919,0.022091025
103.6531914893617,1.4612903225806453,0.021630393,0.022871908
103.67446808510638,1.4612903225806453,0.0305076,0.032258637
103.69574468085106,1.4612903225806453,0.08424749,0.08908302
103.72765957446808,1.4612903225806453,0.01957434,0.020697843
103.73829787234042,1.4612903225806453,0.01892495,0.02001118
103.7595744680851,1.4612903225806453,0.03076692,0.03253284
103.78085106382979,1.4612903225806453,0.07683477,0.081244834
103.84468085106383,1.4612903225806453,0.026921347,0.028466545
103.86595744680851,1.4612903225806453,0.075225115,0.07954279
103.92978723404255,1.4612903225806453,0.026980411,0.028529
103.95106382978723,1.4612903225806453,0.07725823,0.0816926
104.01489361702127,1.4612903225806453,0.027874669,0.029474584
104.03617021276595,1.4612903225806453,0.06831181,0.072232686
104.1,1.4612903225806453,0.023900056,0.025271842
103.63191489361702,1.4709677419354839,0.1297711,0.13721953
103.71702127659574,1.4709677419354839,0.13259529,0.14020582
103.80212765957447,1.4709677419354839,0.123498574,0.13058698
103.88723404255319,1.4709677419354839,0.12429647,0.13143069
103.97234042553191,1.4709677419354839,0.12668857,0.13396008
104.05744680851063,1.4709677419354839,0.11366153,0.12018533
103.63191489361702,1.4903225806451612,0.026102345,0.027600534
103.71702127659574,1.4903225806451612,0.025117818,0.026559498
103.80212765957447,1.4903225806451612,0.021933047,0.023191933
103.88723404255319,1.4903225806451612,0.02169581,0.022941079
103.97234042553191,1.4903225806451612,0.022576718,0.023872547
104.05744680851063,1.4903225806451612,0.01918633,0.020287562
103.61063829787234,1.5,0.058709744,0.062079493
103.69574468085106,1.5,0.05475681,0.057899673
103.78085106382979,1.5,0.04873877,0.051536217
103.86595744680851,1.5,0.049835987,0.05269641
103.95106382978723,1.5,0.051224973,0.05416512
104.03617021276595,1.5,0.04478434,0.047354817
